nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio
w4bfb – mars – mecklenburg amateur radio society,"4571 State Highway 49, Concord",28025,,,"point_of_interest, establishment",35.38672510000001,-80.50000690000002,Otros / No categorizado
St Peter's Lutheran Church,"2400 Ward Avenue, Concord",28025,5.0,6.0,"church, place_of_worship, point_of_interest, establishment",35.3838934,-80.5035331,Religión / Culto
Honeycutt-Clean-Out-Junk-Removal-Concord,"1136 Crestmont Drive Southeast, Concord",28025,,,"point_of_interest, establishment",35.39508019999999,-80.54031820000002,Otros / No categorizado
Beckham,"3560 Timber Place, Concord",28025,,,"point_of_interest, establishment",35.39824709999999,-80.53883090000001,Otros / No categorizado
Imagine That Horsepower and Handyman Services.,"3155 Greenbriar Road, Concord",28025,5.0,1.0,"car_repair, point_of_interest, establishment",35.3733601,-80.5195152,Comercio / Servicios
Vintage Market Days of Charlotte,"4751 State Highway 49, Concord",28025,3.9,22.0,"point_of_interest, establishment",35.3894268,-80.5012966,Otros / No categorizado
manchester center vt,"4751 State Highway 49, Concord",28025,,,"store, point_of_interest, establishment",35.3894268,-80.5012966,Comercio / Servicios
G&G Heating & A/C,"256 Krimminger Avenue Southeast, Concord",28025,5.0,1.0,"general_contractor, point_of_interest, establishment",35.3803384,-80.5388455,Construcción / Reformas
Wax & Wicks,"1091 Tangle Ridge Drive Southeast, Concord",28025,,,"home_goods_store, point_of_interest, store, establishment",35.3961709,-80.5409852,Comercio / Servicios
All Bright Carpet & Floor Care.,"4474 Old Airport Road, Concord",28025,5.0,3.0,"laundry, home_goods_store, point_of_interest, store, establishment",35.3872879,-80.5009565,Comercio / Servicios
Lake Lynn Groom Room,"750 Lake Lynn Road, Concord",28025,5.0,1.0,"point_of_interest, establishment",35.4066152,-80.52545769999999,Otros / No categorizado
Mc Donald Homes Inc,"4575 State Highway 49, Concord",28025,,,"general_contractor, point_of_interest, establishment",35.387068,-80.5001018,Construcción / Reformas
Concord Church of Nazarene,"2520 State Highway 49, Concord",28025,5.0,3.0,"church, place_of_worship, point_of_interest, establishment",35.375708,-80.53470229999999,Religión / Culto
Life Point,"2520 State Highway 49, Concord",28025,,,"church, place_of_worship, point_of_interest, establishment",35.375708,-80.53470229999999,Religión / Culto
G-5 Lawn Care,"879 Hess Road, Concord",28025,5.0,1.0,"point_of_interest, establishment",35.4036316,-80.5078518,Otros / No categorizado
TE LLC. Total Elegance,"882 Hess Road, Concord",28025,,,"point_of_interest, establishment",35.404331,-80.5086139,Otros / No categorizado
Concord,Concord,28026,,,"locality, political",35.4100756,-80.5819527,Administración / Localidad
"Cetera Advisor Networks, LLC","43 Union Street South Suite A, Concord",28026,,,"finance, insurance_agency, point_of_interest, establishment",35.4098363,-80.5802325,Finanzas y Seguros
Cabarrus County Courthouse,"61 Union Street South, Concord",28026,2.4,105.0,"local_government_office, courthouse, point_of_interest, establishment",35.409336,-80.5799626,Administración / Localidad
Central United Methodist Church,"30 Union Street North, Concord",28026,4.9,16.0,"church, place_of_worship, point_of_interest, establishment",35.41165099999999,-80.5814031,Religión / Culto
NC Quality Janitorial services,"144 Cabarrus Avenue West ste c, Concord",28026,5.0,1.0,"point_of_interest, establishment",35.4075076,-80.5859792,Otros / No categorizado
Cabarrus County Emergency Management Training Facility,"30 Corban Avenue Southeast, Concord",28026,,,"local_government_office, point_of_interest, establishment",35.40898239999999,-80.5781078,Administración / Localidad
Carolina Courts Concord,"24 Spring Street Southwest, Concord",28026,4.1,398.0,"point_of_interest, establishment",35.4079971,-80.5824356,Otros / No categorizado
Cabarrus County Sheriff's Office,"30 Corban Avenue Southeast, Concord",28026,,,"police, local_government_office, point_of_interest, establishment",35.40929069999999,-80.57797719999999,Administración / Localidad
The Hotel Concord Event Venue,"14 Union Street North, Concord",28026,4.7,135.0,"point_of_interest, establishment",35.41068839999999,-80.58128459999999,Otros / No categorizado
Barber-Scotia College,"145 Cabarrus Avenue West, Concord",28026,4.0,28.0,"university, point_of_interest, establishment",35.4066702,-80.58579019999999,Educación
OneBlood,"363 Church Street North #170, Concord",28026,3.8,14.0,"health, point_of_interest, establishment",35.41991900000001,-80.59034969999999,Salud
"Leigh Brown & Associates, One Community Real Estate®","24 Cabarrus Avenue East, Concord",28026,4.4,19.0,"real_estate_agency, point_of_interest, establishment",35.410918,-80.580495,Comercio / Servicios
RE/MAX Leading Edge,"128 Church Street Northeast, Concord",28026,4.8,4.0,"real_estate_agency, point_of_interest, establishment",35.4148553,-80.5839202,Comercio / Servicios
Mc Allister Field,"147 Academy Avenue Northwest, Concord",28026,5.0,1.0,"local_government_office, point_of_interest, establishment",35.4110901,-80.5906681,Administración / Localidad
Truist,"31 Union Street North, Concord",28026,2.6,22.0,"bank, atm, finance, insurance_agency, point_of_interest, establishment",35.4112894,-80.5826139,Comercio / Servicios
"Central Systems, Inc","72 Corban Avenue Southeast, Concord",28026,4.7,3.0,"general_contractor, point_of_interest, establishment",35.406931,-80.5818027,Construcción / Reformas
Wells Fargo Bank,"50 Union Street North, Concord",28026,2.6,29.0,"bank, atm, finance, point_of_interest, establishment",35.4120119,-80.5821472,Comercio / Servicios
"Scott Law Firm, PLLC","35 Union Street South, Concord",28026,,,"point_of_interest, establishment",35.4100944,-80.58027589999999,Otros / No categorizado
Logan Family Medicine & Dental Clinic,"298 Lincoln Street Southwest, Concord",28026,4.7,136.0,"doctor, health, point_of_interest, establishment",35.398183,-80.57959009999999,Comercio / Servicios
NC Farm Bureau Insurance,"210 Branchview Drive Southeast, Concord",28026,4.2,24.0,"insurance_agency, health, point_of_interest, establishment",35.4162658,-80.5707925,Salud
Interim HealthCare of Concord,"250 Branchview Drive Northeast Suite D, Concord",28026,3.6,5.0,"point_of_interest, health, establishment",35.4257388,-80.5785722,Salud
Karen Courtney Re MAX Leading Edge,"128 Church Street Northeast, Concord",28026,5.0,10.0,"real_estate_agency, point_of_interest, establishment",35.4148553,-80.5839202,Comercio / Servicios
RE/MAX Leading Edge: Craig A. Duckworth,"128 Church Street Northeast, Concord",28026,5.0,19.0,"real_estate_agency, point_of_interest, establishment",35.4148553,-80.5839202,Comercio / Servicios
Better Wellness Chiropractic,"86 Wilkinson Court Southeast, Concord",28026,5.0,2.0,"point_of_interest, doctor, health, establishment",35.4102181,-80.576359,Comercio / Servicios
Cabarrus Community Health Center,"298 Lincoln Street Southwest, Concord",28026,3.3,7.0,"dentist, point_of_interest, health, establishment",35.3983249,-80.57957499999999,Salud
VIP Travel,"51 Union Street South Ste 102, Concord",28026,4.1,7.0,"travel_agency, point_of_interest, establishment",35.4098261,-80.5801024,Otros / No categorizado
Nova Credit Union,"275 Branchview Drive Southeast, Concord",28026,3.9,37.0,"bank, finance, point_of_interest, establishment",35.41072080000001,-80.567815,Comercio / Servicios
Victim Witness Assistance,"77 Union Street South, Concord",28026,,,"local_government_office, point_of_interest, establishment",35.4091094,-80.57928009999999,Administración / Localidad
At the Wheel Driving Academy,"1 Buffalo Avenue Northwest # 211, Concord",28026,3.8,39.0,"point_of_interest, establishment",35.4184133,-80.5900194,Otros / No categorizado
Cabarrus County Public Library (Concord),"27 Union Street North, Concord",28026,4.7,135.0,"library, point_of_interest, establishment",35.4108734,-80.58227339999999,Otros / No categorizado
Concord Utility Department,"35 Cabarrus Avenue West, Concord",28026,2.0,77.0,"point_of_interest, establishment",35.4098587,-80.582075,Otros / No categorizado
Princeton's Meow,"29 Brookwood Avenue Northeast, Concord",28026,4.3,144.0,"point_of_interest, establishment",35.4233595,-80.5908999,Otros / No categorizado
Academy Recreation Center,"147 Academy Avenue Northwest, Concord",28026,4.6,110.0,"point_of_interest, establishment",35.4128112,-80.59080449999999,Otros / No categorizado
Motion Dance Studio,"55 Cabarrus Avenue West, Concord",28026,4.2,21.0,"point_of_interest, establishment",35.4092112,-80.5827307,Otros / No categorizado
Old Courthouse Theatre,"49 Spring Street Northwest, Concord",28026,4.5,145.0,"point_of_interest, establishment",35.4105594,-80.58437099999999,Otros / No categorizado
MacPherson's Diamonds & Designs,"14 Cabarrus Avenue East, Concord",28026,4.9,51.0,"jewelry_store, point_of_interest, store, establishment",35.4107685,-80.58075319999999,Comercio / Servicios
Carolina Interiors,"Suite 1001, 165 Brumley Avenue Northeast, Concord",28026,5.0,19.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",35.4151636,-80.5772597,Comercio / Servicios
Paul's Automotive Service & Repair,"263A Branchview Drive Southeast, Concord",28026,4.6,134.0,"point_of_interest, car_repair, establishment",35.41132030000001,-80.5683004,Comercio / Servicios
"Dr. David L. Mashburn, DDS","220 Branchview Drive Southeast, Concord",28026,,,"dentist, point_of_interest, health, establishment",35.4144544,-80.5702865,Salud
Cabarrus County Zoning Department,"65 Church Street South, Concord",28026,3.3,3.0,"local_government_office, point_of_interest, establishment",35.410172,-80.5781694,Administración / Localidad
Historic Cabarrus Inc,"65 Union Street South, Concord",28026,,,"point_of_interest, establishment",35.4094978,-80.5795626,Otros / No categorizado
Cabarrus Area Crime Stoppers,"30 Corban Avenue Southeast, Concord",28026,1.0,1.0,"point_of_interest, establishment",35.409209,-80.578113,Otros / No categorizado
Vietnam Veterans of America,Concord,28026,,,"point_of_interest, establishment",35.40875809999999,-80.5795095,Otros / No categorizado
United House of Prayer,"253 Lincoln Street Southwest, Concord",28026,4.7,6.0,"church, place_of_worship, point_of_interest, establishment",35.4004749,-80.5787785,Religión / Culto
Mashburn-Zsambeky-Rogers,"220 Branchview Drive Southeast, Concord",28026,5.0,1.0,"dentist, health, point_of_interest, establishment",35.4144544,-80.5702865,Salud
CESI Civil-Geotechnical-Surveying,"45 Spring Street Southwest, Concord",28026,4.7,48.0,"point_of_interest, establishment",35.408905,-80.581069,Otros / No categorizado
White III J Merritt,"71 McCachern Boulevard Southeast, Concord",28026,3.7,23.0,"lawyer, point_of_interest, establishment",35.41128629999999,-80.5775132,Otros / No categorizado
Tomac Katherine DC,"217 Church Street Northeast, Concord",28026,,,"health, point_of_interest, establishment",35.4165156,-80.5867093,Salud
Farm Bureau Insurance: Thomas Trina,"210 Branchview Drive Southeast, Concord",28026,,,"insurance_agency, point_of_interest, establishment",35.4162258,-80.5707948,Finanzas y Seguros
Michael A Anderson PHOTOGRAPHY,"38 Union Street South, Concord",28026,4.6,25.0,"point_of_interest, establishment",35.409633,-80.5806856,Otros / No categorizado
Cabarrus Rowan Mpo,"135 Cabarrus Avenue East # 101, Concord",28026,5.0,1.0,"point_of_interest, establishment",35.413964,-80.5775929,Otros / No categorizado
Guardian Ad Litem,"77 Union Street South, Concord",28026,1.0,1.0,"point_of_interest, establishment",35.4092217,-80.57917719999999,Otros / No categorizado
"Carlos J Moore Architect, P.A.","222 Church Street Northeast #4737, Concord",28026,5.0,4.0,"point_of_interest, establishment",35.4170867,-80.5864969,Otros / No categorizado
Christian Counseling Solutions,"177 Union Street North, Concord",28026,5.0,2.0,"health, point_of_interest, establishment",35.4148257,-80.58669499999999,Salud
Wells Fargo ATM,"50 Union Street North, Concord",28026,,,"atm, finance, point_of_interest, establishment",35.4119777,-80.582236,Finanzas y Seguros
Dynamic Support Services,"66 McCachern Boulevard Southeast #1843, Concord",28026,,,"point_of_interest, establishment",35.410448,-80.5777363,Otros / No categorizado
Farm Bureau Insurance: Brown Tricie,"210 Branchview Drive Southeast, Concord",28026,4.7,13.0,"insurance_agency, point_of_interest, establishment",35.4162258,-80.5707948,Finanzas y Seguros
Concord Tax Department,"35 Cabarrus Avenue West, Concord",28026,,,"local_government_office, accounting, finance, point_of_interest, establishment",35.4098536,-80.58208189999999,Administración / Localidad
Aaron's Rent To Own,"40 Branchview Drive Northeast, Concord",28026,4.1,83.0,"furniture_store, home_goods_store, electronics_store, store, point_of_interest, establishment",35.4200935,-80.5721129,Comercio / Servicios
Dowless Law Firm,"51 Cabarrus Avenue West, Concord",28026,4.0,21.0,"lawyer, point_of_interest, establishment",35.409248,-80.5827345,Otros / No categorizado
Concord,Concord,28027,,,"locality, political",35.4100756,-80.5819527,Administración / Localidad
Cleaner Carpet Concepts,"706 Georgetown Drive Northwest, Concord",28027,4.9,65.0,"laundry, point_of_interest, establishment",35.4102409,-80.6568053,Comercio / Servicios
Cannon School,"5801 Poplar Tent Road, Concord",28027,4.8,5.0,"secondary_school, primary_school, school, point_of_interest, establishment",35.4050993,-80.6715059,Educación
China Garden Restaurant,"5303 Poplar Tent Road, Concord",28027,3.8,329.0,"restaurant, point_of_interest, food, establishment",35.41117059999999,-80.6673843,Restauración
Rosario’s Pizza,"5303 Poplar Tent Road unit 130, Concord",28027,4.4,1516.0,"restaurant, point_of_interest, food, establishment",35.4108839,-80.6666127,Restauración
Food Lion,"5303 Poplar Tent Road, Concord",28027,4.4,1003.0,"grocery_or_supermarket, store, point_of_interest, food, establishment",35.4108238,-80.6669909,Restauración
Harold E Winkler Middle School,"4501 Weddington Road, Concord",28027,3.6,24.0,"school, point_of_interest, establishment",35.3915961,-80.64948729999999,Educación
"Tara Gaines, MD","311 Coddle Market Drive Northwest # 100, Concord",28027,5.0,3.0,"doctor, health, point_of_interest, establishment",35.4100778,-80.66349199999999,Comercio / Servicios
Fresh Off The Grill,"5303 Poplar Tent Road #250, Concord",28027,4.3,648.0,"restaurant, point_of_interest, food, establishment",35.411281,-80.66749,Restauración
Goodwill - Concord,"5511 Poplar Tent Road, Concord",28027,4.1,371.0,"store, point_of_interest, establishment",35.41074529999999,-80.6685828,Comercio / Servicios
Coinstar,"Food Lion, 5303 Poplar Tent Road, Concord",28027,,,"finance, point_of_interest, establishment",35.4107674,-80.6668849,Finanzas y Seguros
Weddington Hills Elementary,"4401 Weddington Road, Concord",28027,3.2,15.0,"primary_school, school, point_of_interest, establishment",35.3951875,-80.6484421,Educación
CPU S&M MART,"5501 Poplar Tent Road, Concord",28027,3.2,38.0,"point_of_interest, establishment",35.4110542,-80.66825960000001,Otros / No categorizado
AutoZone Auto Parts,"338 George W Liles Parkway, Concord",28027,4.4,412.0,"car_repair, store, point_of_interest, establishment",35.41004719999999,-80.6639977,Comercio / Servicios
Truist,"5145 Poplar Tent Road, Concord",28027,2.5,26.0,"bank, finance, point_of_interest, establishment",35.41288300000001,-80.66377489999999,Comercio / Servicios
CVS,"5225 Poplar Tent Road, Concord",28027,2.1,137.0,"drugstore, convenience_store, clothing_store, health, store, point_of_interest, food, establishment",35.4123186,-80.66507170000001,Restauración
Harris Teeter,"358 George W Liles Parkway, Concord",28027,4.5,1124.0,"grocery_or_supermarket, florist, bakery, health, store, point_of_interest, food, establishment",35.41218169999999,-80.66325379999999,Restauración
Walgreens,"5230 Poplar Tent Road, Concord",28027,2.8,63.0,"drugstore, convenience_store, clothing_store, health, store, point_of_interest, food, establishment",35.4134774,-80.6662077,Restauración
"William Rosenberg, MD","5651 Poplar Tent Road STE 102, Concord",28027,,,"doctor, health, point_of_interest, establishment",35.4081971,-80.6732485,Comercio / Servicios
Atrium Health Piedmont Orthopedic Specialists,"5651 Poplar Tent Road Ste 200, Concord",28027,4.7,165.0,"health, point_of_interest, establishment",35.4081913,-80.6732218,Salud
Laurel Park Neighborhood,"2000 Laurelview Drive Northwest, Concord",28027,4.3,52.0,"point_of_interest, establishment",35.402125,-80.6601207,Otros / No categorizado
Patel Clinic of Chiropractic & Sports Medicine,"5641 Poplar Tent Road #202, Concord",28027,5.0,27.0,"health, point_of_interest, establishment",35.40854569999999,-80.67274350000001,Salud
Mike's Home Repairs & Remodeling,"2631 Danbury Circle Drive Northwest, Concord",28027,3.3,7.0,"general_contractor, home_goods_store, point_of_interest, store, establishment",35.4041215,-80.6509682,Comercio / Servicios
Dance Expressions,"4393 Weddington Road, Concord",28027,5.0,17.0,"point_of_interest, establishment",35.3983402,-80.65042059999999,Otros / No categorizado
M Nails,"5303 Poplar Tent Road # 220, Concord",28027,2.8,36.0,"beauty_salon, point_of_interest, establishment",35.411037,-80.666692,Otros / No categorizado
Charlotte Team Realty,"1388 Whitman Drive Northwest, Concord",28027,5.0,1.0,"real_estate_agency, point_of_interest, establishment",35.3898428,-80.6527314,Comercio / Servicios
"Dr. Kishor Patel, DDS","5303 Poplar Tent Road #240, Concord",28027,4.1,13.0,"dentist, doctor, health, point_of_interest, establishment",35.411158,-80.66745510000001,Comercio / Servicios
Pretty Pink Pages,"4514 Concord Point Lane, Concord",28027,5.0,1.0,"point_of_interest, establishment",35.40027209999999,-80.6548882,Otros / No categorizado
Crossroads S.T.A.R.S Preschool,"220 George W Liles Parkway, Concord",28027,5.0,1.0,"school, point_of_interest, establishment",35.40192449999999,-80.6575756,Educación
Capstone Climbing & Adventure,"220 George W Liles Parkway, Concord",28027,5.0,1.0,"point_of_interest, establishment",35.4018878,-80.6576935,Otros / No categorizado
Willow Oaks BP,"185 George W Liles Parkway, Concord",28027,3.0,51.0,"gas_station, atm, car_wash, convenience_store, finance, food, point_of_interest, store, establishment",35.3961206,-80.659249,Restauración
Nonnas Italian Restaurant & Pizza,"4995 Weddington Road, Concord",28027,4.4,1118.0,"restaurant, food, point_of_interest, establishment",35.395777,-80.659706,Restauración
Great Clips,"5011 Weddington Road, Concord",28027,4.6,276.0,"hair_care, beauty_salon, point_of_interest, establishment",35.3966624,-80.6614676,Comercio / Servicios
Full Moon Oyster Bar - Concord,"5011 Weddington Road, Concord",28027,4.4,1199.0,"restaurant, food, point_of_interest, establishment",35.3968354,-80.66161749999999,Restauración
Western Union,"5015 Weddington Road, Concord",28027,,,"finance, point_of_interest, establishment",35.39629360000001,-80.66140879999999,Finanzas y Seguros
Publix Super Market at Willow Oaks Crossing,"5015 Weddington Road, Concord",28027,4.6,1982.0,"supermarket, bakery, florist, grocery_or_supermarket, liquor_store, food, point_of_interest, store, establishment",35.396177,-80.6613861,Restauración
Legacy Concord Apartments,"5020 Avent Drive, Concord",28027,3.7,136.0,"real_estate_agency, point_of_interest, establishment",35.404409,-80.66273249999999,Comercio / Servicios
Carolina Planning Consultants,"323 Coddle Market Drive Northwest Suite 130, Concord",28027,5.0,3.0,"finance, insurance_agency, point_of_interest, establishment",35.4107023,-80.66330099999999,Finanzas y Seguros
Realty 76 -'Broker Bryan' Kalentek,"2634 Lansing Street Northwest, Concord",28027,5.0,2.0,"real_estate_agency, point_of_interest, establishment",35.407131,-80.6475757,Comercio / Servicios
Mc Phatter Family Chiro,"327 Coddle Market Drive Northwest, Concord",28027,,,"health, point_of_interest, establishment",35.4105823,-80.6630838,Salud
Gordon Keeter Nichols CPAs PA,"323 Coddle Market Drive Northwest #110, Concord",28027,3.6,5.0,"accounting, finance, point_of_interest, establishment",35.4108781,-80.6632613,Finanzas y Seguros
Bank of America ATM (Drive-thru),"368 George W Liles Parkway NW, Concord",28027,3.0,2.0,"atm, finance, point_of_interest, establishment",35.4114957,-80.6649728,Finanzas y Seguros
BenchMark Physical Therapy,"350 George W Liles Parkway NW, 130, Concord",28027,4.9,113.0,"physiotherapist, doctor, health, point_of_interest, establishment",35.4110775,-80.6640142,Comercio / Servicios
Russell Terry Medical Co Inc,"1098 Fairway Ridge Drive Northwest, Concord",28027,,,"point_of_interest, establishment",35.40027209999999,-80.6382014,Otros / No categorizado
Burn Boot Camp,"350 George W Liles Parkway, Concord",28027,4.9,250.0,"gym, health, point_of_interest, establishment",35.4111318,-80.6640397,Comercio / Servicios
Marco's Pizza,"350 George W Liles Parkway, Concord",28027,4.2,347.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",35.4111003,-80.6642347,Restauración
Paul C Friday Research Spec,"1424 Chadmore Lane Northwest, Concord",28027,,,"health, point_of_interest, establishment",35.39615789999999,-80.6709438,Salud
Misty Blue's Bunnies,"355 George W Liles Parkway NW, Concord",28027,4.6,67.0,"pet_store, point_of_interest, store, establishment",35.4102811,-80.6657702,Comercio / Servicios
Starbucks,"358 George W Liles Parkway, Concord",28027,4.0,171.0,"cafe, food, point_of_interest, store, establishment",35.41221859999999,-80.663297,Restauración
Western Union,"358 George W Liles Parkway, Concord",28027,5.0,1.0,"finance, point_of_interest, establishment",35.41221859999999,-80.663297,Finanzas y Seguros
Harris Teeter Pharmacy,"358 George W Liles Parkway, Concord",28027,3.9,14.0,"pharmacy, drugstore, health, point_of_interest, store, establishment",35.412207,-80.6633253,Comercio / Servicios
The Goddard School of Concord (Coddle Creek Market),"360 Coddle Market Drive Northwest, Concord",28027,4.6,84.0,"school, point_of_interest, establishment",35.41259549999999,-80.6624915,Educación
Octavian Development,"366 George W Liles Parkway, Concord",28027,,,"real_estate_agency, point_of_interest, establishment",35.4124416,-80.6637088,Comercio / Servicios
Bank of America (with Drive-thru ATM),"368 George W Liles Parkway NW, Concord",28027,2.4,68.0,"bank, finance, point_of_interest, establishment",35.4114957,-80.6649728,Comercio / Servicios
Western Union,"5303 Poplar Tent Road, Concord",28027,,,"finance, point_of_interest, establishment",35.410803,-80.66693769999999,Finanzas y Seguros
Redbox,"5225 Poplar Tent Road, Concord",28027,2.0,1.0,"movie_rental, point_of_interest, store, establishment",35.412235,-80.66521399999999,Comercio / Servicios
Camp Cannon,"5801 Poplar Tent Road, Concord",28027,5.0,1.0,"point_of_interest, establishment",35.4051721,-80.6717769,Otros / No categorizado
CVS Pharmacy,"5225 Poplar Tent Road, Concord",28027,3.5,21.0,"pharmacy, health, point_of_interest, store, establishment",35.4123186,-80.66507170000001,Comercio / Servicios
CVS Photo,"5225 Poplar Tent Road, Concord",28027,2.5,2.0,"electronics_store, home_goods_store, point_of_interest, store, establishment",35.4123186,-80.66507170000001,Comercio / Servicios
MoneyGram,"5225 Poplar Tent Road, Concord",28027,,,"finance, point_of_interest, establishment",35.4123359,-80.66514629999999,Finanzas y Seguros
Madrid,Madrid,28028,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Abba Madrid Hotel,"Avenida de América, 32, Madrid",28028,4.4,2613.0,"lodging, point_of_interest, establishment",40.438834,-3.672723,Alojamiento
1881 Madrid Ventas Hotel,"Calle Alcalá, 269, Madrid",28028,4.0,1567.0,"lodging, point_of_interest, establishment",40.4320781,-3.656617299999999,Alojamiento
Hotel Zenit Abeba,"Calle de Alcántara, 63, Madrid",28028,4.3,1639.0,"lodging, point_of_interest, establishment",40.4319527,-3.6736068,Alojamiento
H-A Apartahotel Quo Eraso,"Calle de Ardemans, 13, Madrid",28028,3.9,526.0,"lodging, point_of_interest, establishment",40.433898,-3.671885899999999,Alojamiento
Restaurante Milos - La Parrilla Griega,"Calle de Francisco Silvela, 30, Madrid",28028,4.4,2026.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",40.4321534,-3.671916,Restauración
Hotel NH Madrid Ventas,"Calle de Biarritz, 2, Madrid",28028,4.4,4584.0,"lodging, point_of_interest, establishment",40.435455,-3.663996,Alojamiento
ibis Madrid Centro las Ventas,"Esq, C Julio Camba, Calle Alcalá, 1, Madrid",28028,4.3,2555.0,"lodging, point_of_interest, establishment",40.4305943,-3.664319699999999,Alojamiento
Restaurante Los Montes de Galicia,"Calle de Azcona, 46, Madrid",28028,4.8,10401.0,"restaurant, food, point_of_interest, establishment",40.4346777,-3.668364,Restauración
AC Hotel Avenida de America,"Calle de Cartagena, 83-85, Madrid",28028,4.3,1894.0,"lodging, point_of_interest, establishment",40.4380379,-3.6726858,Alojamiento
NeoMagna Madrid,"Calle de Don Ramón de la Cruz, 94, Madrid",28028,3.8,1542.0,"lodging, point_of_interest, establishment",40.428389,-3.6713114,Alojamiento
ibis budget Madrid Centro las Ventas,"Calle Siena 10, Paralela Con Alcala, 271, Hotel 1, Madrid",28028,4.0,2678.0,"lodging, point_of_interest, establishment",40.43251480000001,-3.656251400000001,Alojamiento
Restaurante La Cuchara,"Calle del Conde de Peñalver, 82, Madrid",28028,4.2,2471.0,"cafe, bar, restaurant, food, point_of_interest, store, establishment",40.4329204,-3.674826000000001,Restauración
VP Madroño,"Calle del General Díaz Porlier, 101, Madrid",28028,4.4,1271.0,"lodging, restaurant, food, point_of_interest, establishment",40.43513129999999,-3.6765655,Restauración
Hotel Puerta America Madrid,"Avenida de América, 41, Madrid",28028,4.3,6191.0,"lodging, restaurant, food, point_of_interest, establishment",40.4406864,-3.6701104,Restauración
Manuel Becerra Centro Wellness O2,"Plaza de Manuel Becerra, 17, Madrid",28028,3.6,876.0,"gym, spa, health, point_of_interest, establishment",40.4274384,-3.6688587,Comercio / Servicios
Tandoori Station,"Calle de José Ortega y Gasset, 89, 91, Madrid",28028,4.5,4397.0,"restaurant, food, point_of_interest, establishment",40.4298444,-3.670925,Restauración
Animari Pastelería,"Calle Alcalá, 185, Madrid",28028,3.8,362.0,"bakery, food, point_of_interest, store, establishment",40.4274928,-3.670498,Restauración
"ADAMS Formación Madrid | Academia de Oposiciones, Cursos y Libros","Calle de Ayala, 130, Madrid",28028,4.2,731.0,"school, point_of_interest, establishment",40.4271004,-3.6728254,Educación
Ciudad Lineal,Ciudad Lineal,28028,,,"sublocality_level_1, sublocality, political",40.4456678,-3.6543844,Administración / Localidad
Mammoth Bike Shop,"Calle de la Fuente del Berro, 9, Madrid",28028,4.3,1352.0,"bicycle_store, point_of_interest, store, establishment",40.4265362,-3.670665499999999,Comercio / Servicios
BBVA,"Calle Alcalá, 189, Madrid",28028,1.5,54.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.42770549999999,-3.670107699999999,Comercio / Servicios
Movistar Arena Madrid,"Avenida de Felipe II, s/n, Madrid",28028,4.6,62761.0,"stadium, night_club, restaurant, food, point_of_interest, establishment",40.42387859999999,-3.6717512,Restauración
Caribbean Sport Shop,"Calle de Ayala, 110, Madrid",28028,4.9,862.0,"point_of_interest, store, establishment",40.427121,-3.6744412,Comercio / Servicios
BBVA,"Calle Alcalá, 250, Madrid",28028,1.9,84.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.43200419999999,-3.6552284,Comercio / Servicios
Clínicas Diego de León,"Calle de Diego de León, 69, 2ºD, Madrid",28028,4.3,1626.0,"point_of_interest, health, establishment",40.4346764,-3.6751903,Salud
Centro Cultural Islámico de Madrid (MezquitaM30) المركز الثقافي الإسلامي بمدريد,"Calle de Salvador de Madariaga, 7, Madrid",28028,4.6,2056.0,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",40.43840300000001,-3.6580083,Religión / Culto
Taberna del Puerto,"Calle de Diego de León, 58, Madrid",28028,4.0,353.0,"bar, restaurant, food, point_of_interest, establishment",40.4344825,-3.6770095,Restauración
BBVA,"Avenida de Bruselas, 46 y 48, Madrid",28028,3.2,39.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4377965,-3.663493,Comercio / Servicios
Montesa Health Center,"Calle de Montesa, 38, Madrid",28028,1.9,231.0,"point_of_interest, health, establishment",40.430643,-3.6720247,Salud
Iberdrola Inmobiliaria S A,"Calle Alcalá, 265, Madrid",28028,2.4,14.0,"real_estate_agency, point_of_interest, establishment",40.43199969999999,-3.6571733,Comercio / Servicios
[Abonos 24 hrs desde 60€] Parking PARKIA - La Guindalera. Plaza San Cayetano. Plaza Toros Ventas. Madrid,"Plaza de San Cayetano, s/n, Madrid",28028,3.6,201.0,"parking, point_of_interest, establishment",40.43441889999999,-3.6703146,Naturaleza / Recreación
Telkron electrónica y componentes,"Avenida Donostiarra, 13, Madrid",28028,4.1,249.0,"point_of_interest, store, establishment",40.43501459999999,-3.6575855,Comercio / Servicios
Clínica Thuban,"Local Grupo Thuban, Avenida de Brasilia, 3, 5, Madrid",28028,5.0,53.0,"physiotherapist, point_of_interest, doctor, health, establishment",40.435909,-3.661452499999999,Comercio / Servicios
Bikram Yoga Spain ©,"Calle de Maldonado, 52, Madrid",28028,4.1,185.0,"gym, point_of_interest, health, establishment",40.4333952,-3.675692799999999,Comercio / Servicios
