nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud
Victim Witness Assistance,"77 Union Street South, Concord",28026,,,"local_government_office, point_of_interest, establishment",35.4091094,-80.57928009999999
At the Wheel Driving Academy,"1 Buffalo Avenue Northwest # 211, Concord",28026,3.8,39.0,"point_of_interest, establishment",35.4184133,-80.5900194
Cabarrus County Public Library (Concord),"27 Union Street North, Concord",28026,4.7,135.0,"library, point_of_interest, establishment",35.4108734,-80.58227339999999
Concord Utility Department,"35 Cabarrus Avenue West, Concord",28026,2.0,77.0,"point_of_interest, establishment",35.4098587,-80.582075
Princeton's Meow,"29 Brookwood Avenue Northeast, Concord",28026,4.3,144.0,"point_of_interest, establishment",35.4233595,-80.5908999
Academy Recreation Center,"147 Academy Avenue Northwest, Concord",28026,4.6,110.0,"point_of_interest, establishment",35.4128112,-80.59080449999999
Motion Dance Studio,"55 Cabarrus Avenue West, Concord",28026,4.2,21.0,"point_of_interest, establishment",35.4092112,-80.5827307
Old Courthouse Theatre,"49 Spring Street Northwest, Concord",28026,4.5,145.0,"point_of_interest, establishment",35.4105594,-80.58437099999999
MacPherson's Diamonds & Designs,"14 Cabarrus Avenue East, Concord",28026,4.9,51.0,"jewelry_store, point_of_interest, store, establishment",35.4107685,-80.58075319999999
Carolina Interiors,"Suite 1001, 165 Brumley Avenue Northeast, Concord",28026,5.0,19.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",35.4151636,-80.5772597
Paul's Automotive Service & Repair,"263A Branchview Drive Southeast, Concord",28026,4.6,134.0,"point_of_interest, car_repair, establishment",35.41132030000001,-80.5683004
"Dr. David L. Mashburn, DDS","220 Branchview Drive Southeast, Concord",28026,,,"dentist, point_of_interest, health, establishment",35.4144544,-80.5702865
Cabarrus County Zoning Department,"65 Church Street South, Concord",28026,3.3,3.0,"local_government_office, point_of_interest, establishment",35.410172,-80.5781694
Historic Cabarrus Inc,"65 Union Street South, Concord",28026,,,"point_of_interest, establishment",35.4094978,-80.5795626
Cabarrus Area Crime Stoppers,"30 Corban Avenue Southeast, Concord",28026,1.0,1.0,"point_of_interest, establishment",35.409209,-80.578113
Vietnam Veterans of America,Concord,28026,,,"point_of_interest, establishment",35.40875809999999,-80.5795095
United House of Prayer,"253 Lincoln Street Southwest, Concord",28026,4.7,6.0,"church, place_of_worship, point_of_interest, establishment",35.4004749,-80.5787785
Mashburn-Zsambeky-Rogers,"220 Branchview Drive Southeast, Concord",28026,5.0,1.0,"dentist, health, point_of_interest, establishment",35.4144544,-80.5702865
CESI Civil-Geotechnical-Surveying,"45 Spring Street Southwest, Concord",28026,4.7,48.0,"point_of_interest, establishment",35.408905,-80.581069
White III J Merritt,"71 McCachern Boulevard Southeast, Concord",28026,3.7,23.0,"lawyer, point_of_interest, establishment",35.41128629999999,-80.5775132
Tomac Katherine DC,"217 Church Street Northeast, Concord",28026,,,"health, point_of_interest, establishment",35.4165156,-80.5867093
Farm Bureau Insurance: Thomas Trina,"210 Branchview Drive Southeast, Concord",28026,,,"insurance_agency, point_of_interest, establishment",35.4162258,-80.5707948
Michael A Anderson PHOTOGRAPHY,"38 Union Street South, Concord",28026,4.6,25.0,"point_of_interest, establishment",35.409633,-80.5806856
Cabarrus Rowan Mpo,"135 Cabarrus Avenue East # 101, Concord",28026,5.0,1.0,"point_of_interest, establishment",35.413964,-80.5775929
Guardian Ad Litem,"77 Union Street South, Concord",28026,1.0,1.0,"point_of_interest, establishment",35.4092217,-80.57917719999999
"Carlos J Moore Architect, P.A.","222 Church Street Northeast #4737, Concord",28026,5.0,4.0,"point_of_interest, establishment",35.4170867,-80.5864969
Christian Counseling Solutions,"177 Union Street North, Concord",28026,5.0,2.0,"health, point_of_interest, establishment",35.4148257,-80.58669499999999
Wells Fargo ATM,"50 Union Street North, Concord",28026,,,"atm, finance, point_of_interest, establishment",35.4119777,-80.582236
Dynamic Support Services,"66 McCachern Boulevard Southeast #1843, Concord",28026,,,"point_of_interest, establishment",35.410448,-80.5777363
Farm Bureau Insurance: Brown Tricie,"210 Branchview Drive Southeast, Concord",28026,4.7,13.0,"insurance_agency, point_of_interest, establishment",35.4162258,-80.5707948
Concord Tax Department,"35 Cabarrus Avenue West, Concord",28026,,,"local_government_office, accounting, finance, point_of_interest, establishment",35.4098536,-80.58208189999999
Aaron's Rent To Own,"40 Branchview Drive Northeast, Concord",28026,4.1,83.0,"furniture_store, home_goods_store, electronics_store, store, point_of_interest, establishment",35.4200935,-80.5721129
Dowless Law Firm,"51 Cabarrus Avenue West, Concord",28026,4.0,21.0,"lawyer, point_of_interest, establishment",35.409248,-80.5827345
Concord,Concord,28027,,,"locality, political",35.4100756,-80.5819527
Cleaner Carpet Concepts,"706 Georgetown Drive Northwest, Concord",28027,4.9,65.0,"laundry, point_of_interest, establishment",35.4102409,-80.6568053
Cannon School,"5801 Poplar Tent Road, Concord",28027,4.8,5.0,"secondary_school, primary_school, school, point_of_interest, establishment",35.4050993,-80.6715059
China Garden Restaurant,"5303 Poplar Tent Road, Concord",28027,3.8,329.0,"restaurant, point_of_interest, food, establishment",35.41117059999999,-80.6673843
Rosario’s Pizza,"5303 Poplar Tent Road unit 130, Concord",28027,4.4,1516.0,"restaurant, point_of_interest, food, establishment",35.4108839,-80.6666127
Food Lion,"5303 Poplar Tent Road, Concord",28027,4.4,1003.0,"grocery_or_supermarket, store, point_of_interest, food, establishment",35.4108238,-80.6669909
Harold E Winkler Middle School,"4501 Weddington Road, Concord",28027,3.6,24.0,"school, point_of_interest, establishment",35.3915961,-80.64948729999999
"Tara Gaines, MD","311 Coddle Market Drive Northwest # 100, Concord",28027,5.0,3.0,"doctor, health, point_of_interest, establishment",35.4100778,-80.66349199999999
Fresh Off The Grill,"5303 Poplar Tent Road #250, Concord",28027,4.3,648.0,"restaurant, point_of_interest, food, establishment",35.411281,-80.66749
Goodwill - Concord,"5511 Poplar Tent Road, Concord",28027,4.1,371.0,"store, point_of_interest, establishment",35.41074529999999,-80.6685828
Coinstar,"Food Lion, 5303 Poplar Tent Road, Concord",28027,,,"finance, point_of_interest, establishment",35.4107674,-80.6668849
Weddington Hills Elementary,"4401 Weddington Road, Concord",28027,3.2,15.0,"primary_school, school, point_of_interest, establishment",35.3951875,-80.6484421
CPU S&M MART,"5501 Poplar Tent Road, Concord",28027,3.2,38.0,"point_of_interest, establishment",35.4110542,-80.66825960000001
AutoZone Auto Parts,"338 George W Liles Parkway, Concord",28027,4.4,412.0,"car_repair, store, point_of_interest, establishment",35.41004719999999,-80.6639977
Truist,"5145 Poplar Tent Road, Concord",28027,2.5,26.0,"bank, finance, point_of_interest, establishment",35.41288300000001,-80.66377489999999
CVS,"5225 Poplar Tent Road, Concord",28027,2.1,137.0,"drugstore, convenience_store, clothing_store, health, store, point_of_interest, food, establishment",35.4123186,-80.66507170000001
Harris Teeter,"358 George W Liles Parkway, Concord",28027,4.5,1124.0,"grocery_or_supermarket, florist, bakery, health, store, point_of_interest, food, establishment",35.41218169999999,-80.66325379999999
Walgreens,"5230 Poplar Tent Road, Concord",28027,2.8,63.0,"drugstore, convenience_store, clothing_store, health, store, point_of_interest, food, establishment",35.4134774,-80.6662077
"William Rosenberg, MD","5651 Poplar Tent Road STE 102, Concord",28027,,,"doctor, health, point_of_interest, establishment",35.4081971,-80.6732485
Atrium Health Piedmont Orthopedic Specialists,"5651 Poplar Tent Road Ste 200, Concord",28027,4.7,165.0,"health, point_of_interest, establishment",35.4081913,-80.6732218
Laurel Park Neighborhood,"2000 Laurelview Drive Northwest, Concord",28027,4.3,52.0,"point_of_interest, establishment",35.402125,-80.6601207
Patel Clinic of Chiropractic & Sports Medicine,"5641 Poplar Tent Road #202, Concord",28027,5.0,27.0,"health, point_of_interest, establishment",35.40854569999999,-80.67274350000001
Mike's Home Repairs & Remodeling,"2631 Danbury Circle Drive Northwest, Concord",28027,3.3,7.0,"general_contractor, home_goods_store, point_of_interest, store, establishment",35.4041215,-80.6509682
Dance Expressions,"4393 Weddington Road, Concord",28027,5.0,17.0,"point_of_interest, establishment",35.3983402,-80.65042059999999
M Nails,"5303 Poplar Tent Road # 220, Concord",28027,2.8,36.0,"beauty_salon, point_of_interest, establishment",35.411037,-80.666692
Charlotte Team Realty,"1388 Whitman Drive Northwest, Concord",28027,5.0,1.0,"real_estate_agency, point_of_interest, establishment",35.3898428,-80.6527314
"Dr. Kishor Patel, DDS","5303 Poplar Tent Road #240, Concord",28027,4.1,13.0,"dentist, doctor, health, point_of_interest, establishment",35.411158,-80.66745510000001
Pretty Pink Pages,"4514 Concord Point Lane, Concord",28027,5.0,1.0,"point_of_interest, establishment",35.40027209999999,-80.6548882
Crossroads S.T.A.R.S Preschool,"220 George W Liles Parkway, Concord",28027,5.0,1.0,"school, point_of_interest, establishment",35.40192449999999,-80.6575756
Capstone Climbing & Adventure,"220 George W Liles Parkway, Concord",28027,5.0,1.0,"point_of_interest, establishment",35.4018878,-80.6576935
Willow Oaks BP,"185 George W Liles Parkway, Concord",28027,3.0,51.0,"gas_station, atm, car_wash, convenience_store, finance, food, point_of_interest, store, establishment",35.3961206,-80.659249
Nonnas Italian Restaurant & Pizza,"4995 Weddington Road, Concord",28027,4.4,1118.0,"restaurant, food, point_of_interest, establishment",35.395777,-80.659706
Great Clips,"5011 Weddington Road, Concord",28027,4.6,276.0,"hair_care, beauty_salon, point_of_interest, establishment",35.3966624,-80.6614676
Full Moon Oyster Bar - Concord,"5011 Weddington Road, Concord",28027,4.4,1199.0,"restaurant, food, point_of_interest, establishment",35.3968354,-80.66161749999999
Western Union,"5015 Weddington Road, Concord",28027,,,"finance, point_of_interest, establishment",35.39629360000001,-80.66140879999999
Publix Super Market at Willow Oaks Crossing,"5015 Weddington Road, Concord",28027,4.6,1982.0,"supermarket, bakery, florist, grocery_or_supermarket, liquor_store, food, point_of_interest, store, establishment",35.396177,-80.6613861
Legacy Concord Apartments,"5020 Avent Drive, Concord",28027,3.7,136.0,"real_estate_agency, point_of_interest, establishment",35.404409,-80.66273249999999
Carolina Planning Consultants,"323 Coddle Market Drive Northwest Suite 130, Concord",28027,5.0,3.0,"finance, insurance_agency, point_of_interest, establishment",35.4107023,-80.66330099999999
Realty 76 -'Broker Bryan' Kalentek,"2634 Lansing Street Northwest, Concord",28027,5.0,2.0,"real_estate_agency, point_of_interest, establishment",35.407131,-80.6475757
Mc Phatter Family Chiro,"327 Coddle Market Drive Northwest, Concord",28027,,,"health, point_of_interest, establishment",35.4105823,-80.6630838
Gordon Keeter Nichols CPAs PA,"323 Coddle Market Drive Northwest #110, Concord",28027,3.6,5.0,"accounting, finance, point_of_interest, establishment",35.4108781,-80.6632613
Bank of America ATM (Drive-thru),"368 George W Liles Parkway NW, Concord",28027,3.0,2.0,"atm, finance, point_of_interest, establishment",35.4114957,-80.6649728
BenchMark Physical Therapy,"350 George W Liles Parkway NW, 130, Concord",28027,4.9,113.0,"physiotherapist, doctor, health, point_of_interest, establishment",35.4110775,-80.6640142
Russell Terry Medical Co Inc,"1098 Fairway Ridge Drive Northwest, Concord",28027,,,"point_of_interest, establishment",35.40027209999999,-80.6382014
Burn Boot Camp,"350 George W Liles Parkway, Concord",28027,4.9,250.0,"gym, health, point_of_interest, establishment",35.4111318,-80.6640397
Marco's Pizza,"350 George W Liles Parkway, Concord",28027,4.2,347.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",35.4111003,-80.6642347
Paul C Friday Research Spec,"1424 Chadmore Lane Northwest, Concord",28027,,,"health, point_of_interest, establishment",35.39615789999999,-80.6709438
Misty Blue's Bunnies,"355 George W Liles Parkway NW, Concord",28027,4.6,67.0,"pet_store, point_of_interest, store, establishment",35.4102811,-80.6657702
Starbucks,"358 George W Liles Parkway, Concord",28027,4.0,171.0,"cafe, food, point_of_interest, store, establishment",35.41221859999999,-80.663297
Western Union,"358 George W Liles Parkway, Concord",28027,5.0,1.0,"finance, point_of_interest, establishment",35.41221859999999,-80.663297
Harris Teeter Pharmacy,"358 George W Liles Parkway, Concord",28027,3.9,14.0,"pharmacy, drugstore, health, point_of_interest, store, establishment",35.412207,-80.6633253
The Goddard School of Concord (Coddle Creek Market),"360 Coddle Market Drive Northwest, Concord",28027,4.6,84.0,"school, point_of_interest, establishment",35.41259549999999,-80.6624915
Octavian Development,"366 George W Liles Parkway, Concord",28027,,,"real_estate_agency, point_of_interest, establishment",35.4124416,-80.6637088
Bank of America (with Drive-thru ATM),"368 George W Liles Parkway NW, Concord",28027,2.4,68.0,"bank, finance, point_of_interest, establishment",35.4114957,-80.6649728
Western Union,"5303 Poplar Tent Road, Concord",28027,,,"finance, point_of_interest, establishment",35.410803,-80.66693769999999
Redbox,"5225 Poplar Tent Road, Concord",28027,2.0,1.0,"movie_rental, point_of_interest, store, establishment",35.412235,-80.66521399999999
Camp Cannon,"5801 Poplar Tent Road, Concord",28027,5.0,1.0,"point_of_interest, establishment",35.4051721,-80.6717769
CVS Pharmacy,"5225 Poplar Tent Road, Concord",28027,3.5,21.0,"pharmacy, health, point_of_interest, store, establishment",35.4123186,-80.66507170000001
CVS Photo,"5225 Poplar Tent Road, Concord",28027,2.5,2.0,"electronics_store, home_goods_store, point_of_interest, store, establishment",35.4123186,-80.66507170000001
MoneyGram,"5225 Poplar Tent Road, Concord",28027,,,"finance, point_of_interest, establishment",35.4123359,-80.66514629999999
Madrid,Madrid,28028,,,"locality, political",40.41672790000001,-3.7032905
Abba Madrid Hotel,"Avenida de América, 32, Madrid",28028,4.4,2613.0,"lodging, point_of_interest, establishment",40.438834,-3.672723
1881 Madrid Ventas Hotel,"Calle Alcalá, 269, Madrid",28028,4.0,1567.0,"lodging, point_of_interest, establishment",40.4320781,-3.656617299999999
Hotel Zenit Abeba,"Calle de Alcántara, 63, Madrid",28028,4.3,1639.0,"lodging, point_of_interest, establishment",40.4319527,-3.6736068
H-A Apartahotel Quo Eraso,"Calle de Ardemans, 13, Madrid",28028,3.9,526.0,"lodging, point_of_interest, establishment",40.433898,-3.671885899999999
Restaurante Milos - La Parrilla Griega,"Calle de Francisco Silvela, 30, Madrid",28028,4.4,2026.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",40.4321534,-3.671916
Hotel NH Madrid Ventas,"Calle de Biarritz, 2, Madrid",28028,4.4,4584.0,"lodging, point_of_interest, establishment",40.435455,-3.663996
ibis Madrid Centro las Ventas,"Esq, C Julio Camba, Calle Alcalá, 1, Madrid",28028,4.3,2555.0,"lodging, point_of_interest, establishment",40.4305943,-3.664319699999999
Restaurante Los Montes de Galicia,"Calle de Azcona, 46, Madrid",28028,4.8,10401.0,"restaurant, food, point_of_interest, establishment",40.4346777,-3.668364
AC Hotel Avenida de America,"Calle de Cartagena, 83-85, Madrid",28028,4.3,1894.0,"lodging, point_of_interest, establishment",40.4380379,-3.6726858
NeoMagna Madrid,"Calle de Don Ramón de la Cruz, 94, Madrid",28028,3.8,1542.0,"lodging, point_of_interest, establishment",40.428389,-3.6713114
ibis budget Madrid Centro las Ventas,"Calle Siena 10, Paralela Con Alcala, 271, Hotel 1, Madrid",28028,4.0,2678.0,"lodging, point_of_interest, establishment",40.43251480000001,-3.656251400000001
Restaurante La Cuchara,"Calle del Conde de Peñalver, 82, Madrid",28028,4.2,2471.0,"cafe, bar, restaurant, food, point_of_interest, store, establishment",40.4329204,-3.674826000000001
VP Madroño,"Calle del General Díaz Porlier, 101, Madrid",28028,4.4,1271.0,"lodging, restaurant, food, point_of_interest, establishment",40.43513129999999,-3.6765655
Hotel Puerta America Madrid,"Avenida de América, 41, Madrid",28028,4.3,6191.0,"lodging, restaurant, food, point_of_interest, establishment",40.4406864,-3.6701104
Manuel Becerra Centro Wellness O2,"Plaza de Manuel Becerra, 17, Madrid",28028,3.6,876.0,"gym, spa, health, point_of_interest, establishment",40.4274384,-3.6688587
Tandoori Station,"Calle de José Ortega y Gasset, 89, 91, Madrid",28028,4.5,4397.0,"restaurant, food, point_of_interest, establishment",40.4298444,-3.670925
Animari Pastelería,"Calle Alcalá, 185, Madrid",28028,3.8,362.0,"bakery, food, point_of_interest, store, establishment",40.4274928,-3.670498
"ADAMS Formación Madrid | Academia de Oposiciones, Cursos y Libros","Calle de Ayala, 130, Madrid",28028,4.2,731.0,"school, point_of_interest, establishment",40.4271004,-3.6728254
Ciudad Lineal,Ciudad Lineal,28028,,,"sublocality_level_1, sublocality, political",40.4456678,-3.6543844
Mammoth Bike Shop,"Calle de la Fuente del Berro, 9, Madrid",28028,4.3,1352.0,"bicycle_store, point_of_interest, store, establishment",40.4265362,-3.670665499999999
BBVA,"Calle Alcalá, 189, Madrid",28028,1.5,54.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.42770549999999,-3.670107699999999
Movistar Arena Madrid,"Avenida de Felipe II, s/n, Madrid",28028,4.6,62761.0,"stadium, night_club, restaurant, food, point_of_interest, establishment",40.42387859999999,-3.6717512
Caribbean Sport Shop,"Calle de Ayala, 110, Madrid",28028,4.9,862.0,"point_of_interest, store, establishment",40.427121,-3.6744412
BBVA,"Calle Alcalá, 250, Madrid",28028,1.9,84.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.43200419999999,-3.6552284
Clínicas Diego de León,"Calle de Diego de León, 69, 2ºD, Madrid",28028,4.3,1626.0,"point_of_interest, health, establishment",40.4346764,-3.6751903
Centro Cultural Islámico de Madrid (MezquitaM30) المركز الثقافي الإسلامي بمدريد,"Calle de Salvador de Madariaga, 7, Madrid",28028,4.6,2056.0,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",40.43840300000001,-3.6580083
Taberna del Puerto,"Calle de Diego de León, 58, Madrid",28028,4.0,353.0,"bar, restaurant, food, point_of_interest, establishment",40.4344825,-3.6770095
BBVA,"Avenida de Bruselas, 46 y 48, Madrid",28028,3.2,39.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4377965,-3.663493
Montesa Health Center,"Calle de Montesa, 38, Madrid",28028,1.9,231.0,"point_of_interest, health, establishment",40.430643,-3.6720247
Iberdrola Inmobiliaria S A,"Calle Alcalá, 265, Madrid",28028,2.4,14.0,"real_estate_agency, point_of_interest, establishment",40.43199969999999,-3.6571733
[Abonos 24 hrs desde 60€] Parking PARKIA - La Guindalera. Plaza San Cayetano. Plaza Toros Ventas. Madrid,"Plaza de San Cayetano, s/n, Madrid",28028,3.6,201.0,"parking, point_of_interest, establishment",40.43441889999999,-3.6703146
Telkron electrónica y componentes,"Avenida Donostiarra, 13, Madrid",28028,4.1,249.0,"point_of_interest, store, establishment",40.43501459999999,-3.6575855
Clínica Thuban,"Local Grupo Thuban, Avenida de Brasilia, 3, 5, Madrid",28028,5.0,53.0,"physiotherapist, point_of_interest, doctor, health, establishment",40.435909,-3.661452499999999
Bikram Yoga Spain ©,"Calle de Maldonado, 52, Madrid",28028,4.1,185.0,"gym, point_of_interest, health, establishment",40.4333952,-3.675692799999999
Restaurante Montero Cazorla Alcala 261,"Calle Alcalá, 261, Madrid",28028,4.3,1579.0,"restaurant, food, point_of_interest, establishment",40.4320779,-3.657528899999999
microFusa ArdeMadrid,"Calle de Ardemans, 9, Madrid",28028,4.4,893.0,"point_of_interest, store, establishment",40.4337419,-3.671741
Herbolario Salud Mediterránea,"Calle de José Ortega y Gasset, 77, Madrid",28028,4.2,149.0,"point_of_interest, store, establishment",40.4299072,-3.6727329
Carrefour Express,"Plaza de Manuel Becerra, 15, Madrid",28028,3.8,762.0,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",40.427831,-3.6679052
Calasancio Colegio de Madrid,"Calle del Conde de Peñalver, 51, Madrid",28028,3.7,109.0,"school, point_of_interest, establishment",40.4310799,-3.675450099999999
Centro Cultural Buenavista,"Avenida de los Toreros, 5, Madrid",28028,4.1,590.0,"point_of_interest, establishment",40.4320796,-3.6706822
Clínica Laservisión,"Calle de José Ortega y Gasset, 56 duplicado, Madrid",28028,4.7,377.0,"doctor, point_of_interest, health, establishment",40.42989550000001,-3.676245099999999
IES Avenida de los Toreros,"Avenida de los Toreros, 57, Madrid",28028,,,"secondary_school, point_of_interest, school, establishment",40.4335371,-3.664819399999999
National Police Madrid-Salamanca district,"Calle Príncipe de Asturias, 8, Madrid",28028,,,"police, point_of_interest, establishment",40.427901,-3.671627
Calzados a Medida Lices,"Calle de Béjar, 34, Local, Madrid",28028,3.8,13.0,"point_of_interest, establishment",40.436954,-3.6720472
El Fogón de Trifón,"Calle de Ayala, 144, Madrid",28028,4.5,694.0,"restaurant, food, point_of_interest, establishment",40.4270556,-3.671805
Restaurante Ordago Madrid,"Calle de Sancho Dávila, 15, Madrid",28028,4.7,815.0,"restaurant, food, point_of_interest, establishment",40.42741719999999,-3.6616914
El Pescador,"Calle de José Ortega y Gasset, 75, Madrid",28028,4.3,1693.0,"restaurant, food, point_of_interest, establishment",40.4299488,-3.6729128
Just Novias: alquiler de vestidos de novia,"Calle de Ayala, 120, 2°B, Madrid",28028,4.0,192.0,"clothing_store, store, point_of_interest, establishment",40.4271479,-3.673324999999999
Fisioterapia en el Barrio de Salamanca | FisioNaciones,"Calle Naciones, 19-21, Madrid",28028,4.8,47.0,"point_of_interest, health, establishment",40.42676489999999,-3.6728215
microFusa Shop Madrid,"Calle de Ardemans, 9, Madrid",28028,4.0,478.0,"electronics_store, home_goods_store, store, point_of_interest, establishment",40.4336063,-3.6717539
Clave Audio,"Calle de Padilla, 68, Madrid",28028,4.6,111.0,"electronics_store, store, point_of_interest, establishment",40.4310441,-3.6743055
21st Century Music,"Calle de Roma, 20, Madrid",28028,4.7,39.0,"point_of_interest, establishment",40.430945,-3.6660497
Bluespace Las Ventas,"Avenida de los Toreros, 8, Madrid",28028,4.4,357.0,"moving_company, storage, point_of_interest, establishment",40.43190560000001,-3.6697548
Dermasana Alcalá - Depilación Láser Madrid,"Calle Alcalá, 180, Madrid",28028,4.9,2317.0,"hair_care, beauty_salon, point_of_interest, health, establishment",40.4293549,-3.6656559
Workcenter Conde de Peñalver,"Calle del Conde de Peñalver, Calle de José Ortega y Gasset, 51 Esquina, Madrid",28028,3.6,642.0,"store, point_of_interest, establishment",40.43006809999999,-3.6754763
Restaurante El Montero de Cazorla Ventas,"Calle de Cipriano Sancho, 5, Madrid",28028,4.3,2566.0,"restaurant, food, point_of_interest, establishment",40.4316926,-3.6548019
"AGISA - General Property Management, S.A.","Calle de la Virgen de Lourdes, 38, Bajo, Madrid",28028,2.7,55.0,"real_estate_agency, point_of_interest, establishment",40.4354063,-3.6563028
MASmusculo Madrid,"Calle de Goya, 118, Madrid",28028,3.9,117.0,"food, store, point_of_interest, health, establishment",40.42429949999999,-3.6693826
Masajes y Técnicas Orientales Hermosilla S. L.,"Calle de Hermosilla, 102, 1ºA, Madrid",28028,4.5,144.0,"point_of_interest, health, establishment",40.4256456,-3.6721537
Madrid,Madrid,28029,,,"locality, political",40.41672790000001,-3.7032905
Eurostars Madrid Tower,"Paseo de la Castellana, 259, B, Madrid",28029,4.4,6821.0,"lodging, point_of_interest, establishment",40.4766477,-3.6877681
Hotel Exe Plaza,"Paseo de la Castellana, 191, Madrid",28029,4.2,4175.0,"lodging, point_of_interest, establishment",40.46756359999999,-3.6900625
Hotel Madrid Chamartín Affiliated by Meliá,"Calle de Mauricio Ravel, 10, Madrid",28029,4.0,3059.0,"lodging, point_of_interest, establishment",40.47202,-3.684684
"""Érase un Hotel""","Calle de Bravo Murillo, 304, Madrid",28029,4.5,5118.0,"lodging, point_of_interest, establishment",40.4629322,-3.696747400000001
El Jamón y El Churrasco,"Calle de la Infanta Mercedes, 64 (28020, Madrid",28029,4.3,1625.0,"restaurant, food, point_of_interest, establishment",40.4604933,-3.696067300000001
Hotel 4C Puerta Europa,"Calle de Bravo Murillo, 364, Madrid",28029,3.9,636.0,"lodging, point_of_interest, establishment",40.4649861,-3.6931906
Eurostars Suites Mirasierra,"Calle de Alfredo Marqueríe, 43, Madrid",28029,4.4,3089.0,"lodging, point_of_interest, establishment",40.4866202,-3.703554699999999
Hotel Villamadrid,"Calle Xaudaró, 2, Madrid",28029,4.2,2381.0,"lodging, point_of_interest, establishment",40.4897144,-3.6880755
Meliá Castilla,"Calle del Poeta Joan Maragall, 43, Madrid",28029,4.5,8021.0,"lodging, point_of_interest, establishment",40.461445,-3.692187
El Molino,"Calle del Conde de Serrallo, 1, Madrid",28029,4.0,733.0,"restaurant, food, point_of_interest, establishment",40.4659271,-3.6921363
Crisol Via Castellana,"Paseo de la Castellana, 220, Madrid",28029,4.0,3916.0,"lodging, point_of_interest, establishment",40.4677128,-3.6882912
Hotel DI CARLO,"Calle de las Azucenas, 5, Madrid",28029,3.6,164.0,"lodging, point_of_interest, establishment",40.4632269,-3.697954599999999
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",28029,4.6,5016.0,"restaurant, food, point_of_interest, establishment",40.4616628,-3.6957148
Calzados El Ferrocarril,"Calle de Bravo Murillo, 319, BAJO, Madrid",28029,4.3,105.0,"shoe_store, store, point_of_interest, establishment",40.46353659999999,-3.696608699999999
Librería Alcaná,"Calle del Marqués de Viana, 52, Madrid",28029,4.8,8542.0,"book_store, home_goods_store, store, point_of_interest, establishment",40.463103,-3.70261
Hotel Caballero Errante Plaza de Castilla.,"Calle Pinos Alta, 14, Madrid",28029,3.8,1097.0,"lodging, point_of_interest, establishment",40.4661184,-3.6960334
La Guisandera de Piñera,"Calle de Rosario Pino, 12, Madrid",28029,4.6,716.0,"restaurant, food, point_of_interest, establishment",40.4622839,-3.6923399
Hotel Chamartín The One,"Calle de Agustín de Foxá, s/n, Madrid",28029,4.0,6259.0,"lodging, point_of_interest, establishment",40.47227799999999,-3.6832466
Fuencarral-El Pardo,Fuencarral-El Pardo,28029,,,"sublocality_level_1, sublocality, political",40.5322776,-3.7841503
Apartamentos Turísticos G3 Galeón Madrid,"Calle de Francisco Medrano, 4, Madrid",28029,3.8,146.0,"lodging, point_of_interest, establishment",40.45878919999999,-3.699367499999999
Librería Akira Comics,"Avenida de Betanzos, 74, Madrid",28029,4.8,8340.0,"book_store, point_of_interest, store, establishment",40.48237400000001,-3.713604000000001
Sfera,"Avenida de Monforte de Lemos, s/n, Madrid",28029,4.0,1248.0,"clothing_store, point_of_interest, store, establishment",40.4792949,-3.707678099999999
I.E.S. PRINCE FELIPE,"Calle de Finisterre, 60, Madrid",28029,,,"secondary_school, school, point_of_interest, establishment",40.4805637,-3.7023547
Juzgado 1ª Instancia Nº 9,"Calle del Poeta Joan Maragall, 66, Madrid",28029,3.7,3.0,"courthouse, point_of_interest, establishment",40.46427329999999,-3.691296099999998
Casa Nemesio,"Paseo de la Castellana, 260, Madrid",28029,4.4,2052.0,"restaurant, food, point_of_interest, establishment",40.4723528,-3.6869517
Restaurante L'abbraccio,"Calle del Poeta Joan Maragall, 51, Madrid",28029,4.4,1756.0,"meal_delivery, restaurant, food, point_of_interest, establishment",40.463413,-3.692554899999999
Restaurante Asador Casa Juan,"Calle de la Infanta Mercedes, 111, Madrid",28029,4.5,7195.0,"restaurant, food, point_of_interest, establishment",40.4639697,-3.6933123
El Asador de Aranda,"Plaza Castilla, 3, Madrid",28029,4.5,1596.0,"restaurant, bar, food, point_of_interest, establishment",40.4663351,-3.6905496
Restaurante La Tagliatella,"Calle del Poeta Joan Maragall, 53, Madrid",28029,4.1,2156.0,"restaurant, food, point_of_interest, establishment",40.4633594,-3.6917585
Polideportivo Municipal Golden Triangle,"Calle de Bravo Murillo, 376, Madrid",28029,3.9,869.0,"point_of_interest, establishment",40.4650599,-3.6927203
Escuela de Yoga Origen,"Calle de Pedro Rico, 47, Madrid",28029,4.9,63.0,"gym, health, point_of_interest, establishment",40.48200439999999,-3.7026324
